typenum,R通道一阶矩,G通道一阶矩,B通道一阶矩,R通道二阶矩,G通道二阶矩,B通道二阶矩,R通道三阶矩,G通道三阶矩,B通道三阶矩
3,26.5326,164.1168,155.1451,0.611667589463,3.29204461695,3.4951174501,0.39088715846,2.31134447868,-1.96672553305
3,28.7935,145.9462,142.3339,0.591318653519,2.97901083583,1.72667622616,-0.378631734906,2.39114216973,-0.724192003884
3,28.3192,156.8673,141.9644,0.711415040606,3.07240796607,1.91695921709,0.77038879998,2.27390657914,-0.924547988957
3,24.2519,162.0726,135.4163,0.85874698835,8.73129596566,2.74859860838,0.723570102017,-7.77105688638,-1.54517818559
3,24.1155,154.2445,145.5585,0.456683424267,2.82883717276,1.51439022382,0.662893060403,0.844079827551,-1.06562072941
3,26.3155,125.1948,143.5172,1.5495030655,50.9477031176,12.3061815426,-1.40677218018,-49.2711915311,12.2205857822
3,23.2588,133.3442,139.3383,0.992180709347,3.59373431962,3.02480629297,-0.629321043178,2.70463166669,1.57502933088
3,24.6834,177.8826,154.1374,0.65296587966,3.7663798587,1.98139376198,0.43284488896,1.81966025216,0.540088375165
3,26.757,138.3173,128.9726,0.759967762474,5.60244774273,1.89553402502,-0.3007994013,-3.08859252807,-1.24912595573
3,28.6992,150.671,141.2276,0.642743619183,5.32968657615,1.55820352971,0.482623778423,3.86321981655,0.982693106456
3,28.484,141.3637,131.207,0.64307386823,4.76334150676,1.51226684153,0.444043660993,2.56070912981,0.798399762643
3,28.1649,148.3888,117.1671,0.933331661308,5.37446132743,3.04141046063,0.838094184071,-3.28502069659,-1.1388538446
3,29.9654,135.7788,126.953,0.591103070538,4.87297348238,1.37273121914,0.448984436588,-1.26710712456,0.761398023475
3,27.6263,140.9289,127.5137,0.665167881065,4.75706262204,2.04533916747,-0.460860649462,-1.39237991624,1.20196072573
3,28.0678,113.8814,128.966,0.715683701086,5.19897432577,1.8878675801,0.691813622377,-2.68320135764,-1.31266288322
3,27.9368,156.4454,139.5908,0.4623913494,4.2877988339,1.43260439759,-0.276808975396,4.05227046633,-0.47238296832
3,29.6501,138.6351,112.0386,1.18248466798,7.02273080717,1.53938625432,0.959553564487,4.84586135893,1.3386297095
3,29.5884,169.955,122.6386,0.613013409315,4.92913531971,1.51426220979,0.245248362377,3.62232784125,1.02499099446
3,28.7584,148.0737,139.8302,0.535937906851,2.92367376942,1.47104315368,-0.454221628728,2.79500666177,0.737064680278
3,29.1087,132.6561,136.8786,0.558107794248,5.14746858077,1.92001615618,0.180088444251,2.24047275596,-0.793807045711
3,25.6052,195.7781,154.36,0.590874741379,3.61284657715,2.8008570117,0.333370373754,-1.85186738241,-1.31390208445
3,25.7764,208.579,148.3864,0.566747774588,3.68303665472,1.96613708576,-0.236080316626,-1.97371360311,-1.21801637855
3,27.4733,149.1687,124.6644,0.706460975568,4.11210898567,2.48571370837,0.698514476677,-2.62889701519,-1.49967607287
3,26.347,204.9245,157.029,0.516518150698,3.32580813487,1.70480468089,0.472500101341,2.54971658069,-1.05266973587
3,26.2039,205.3185,155.0228,0.493887426445,3.18695116844,1.88777121495,0.441082082952,2.37290735932,-1.3012547206
3,25.5902,190.2702,122.0049,0.769846712015,5.40020295545,5.25928474129,0.640566930604,4.1380047568,1.98930093079
3,31.0708,139.9358,135.6007,1.09022353671,17.4033352654,5.88833248976,0.927694272705,-12.0673591571,6.49514354271
3,30.0427,179.8186,167.115,0.445731656942,4.96204534844,5.13259924405,0.358231186998,2.69319750221,3.72328499645
3,32.0246,161.8327,140.8172,0.852288002966,4.98623211554,1.82246650449,0.376046673209,-3.80348994403,-1.05852307398
3,31.3032,161.143,136.4572,0.685032670754,5.20272534351,2.14246777339,0.677138332703,-1.77746037548,-0.674485391404
